죄종별,항목,단위,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년
존속상해(상습),검거건수,건,1,1,1,5,5,1,2
존속상해(상습),검거율,%,100,100,100,100,100,100,100
존속상해(상습),검거인원,명,1,1,1,2,6,1,2
존속상해(상습),남자검거인원,명,1,1,1,2,4,1,2
존속상해(상습),여자검거인원,명,-,-,,,2,-,-
존속상해(상습),불상검거인원,명,-,-,,,,-,-
존속상해(상습),법인체,개,-,-,,,,-,-
존속상해(상습중),발생건수,건,-,-,,,,-,-
존속상해(상습중),검거건수,건,-,-,,,,-,-
존속상해(상습중),검거율,%,-,-,,,,-,-
존속상해(상습중),검거인원,명,-,-,,,,-,-
존속상해(상습중),남자검거인원,명,-,-,,,,-,-
존속상해(상습중),여자검거인원,명,-,-,,,,-,-
존속상해(상습중),불상검거인원,명,-,-,,,,-,-
존속상해(상습중),법인체,개,-,-,,,,-,-
존속상해치사,발생건수,건,5,3,7,7,12,10,8
존속상해치사,검거건수,건,5,3,7,7,11,10,8
존속상해치사,검거율,%,100,100,100,100,91.7,100,100
존속상해치사,검거인원,명,5,3,7,7,12,11,8
존속상해치사,남자검거인원,명,3,3,6,6,11,11,8
존속상해치사,여자검거인원,명,2,-,1,1,1,-,-
존속상해치사,불상검거인원,명,-,-,,,,-,-
존속상해치사,법인체,개,-,-,,,,-,-
특가법(보복상해등),발생건수,건,,,,,50,53,44
특가법(보복상해등),검거건수,건,,,,,48,51,44
특가법(보복상해등),검거율,%,,,,,96,96.2,100
특가법(보복상해등),검거인원,명,,,,,54,55,50
특가법(보복상해등),남자검거인원,명,,,,,43,50,44
특가법(보복상해등),여자검거인원,명,,,,,11,5,6
특가법(보복상해등),불상검거인원,명,,,,,,-,-
특가법(보복상해등),법인체,개,,,,,,-,-
아동학대처벌법위반(상습상해),발생건수,건,,,,2,10,4,3
아동학대처벌법위반(상습상해),검거건수,건,,,,2,10,4,3
아동학대처벌법위반(상습상해),검거율,%,,,,100,100,100,100
아동학대처벌법위반(상습상해),검거인원,명,,,,2,16,7,3
아동학대처벌법위반(상습상해),남자검거인원,명,,,,,10,4,1
아동학대처벌법위반(상습상해),여자검거인원,명,,,,2,6,3,2
아동학대처벌법위반(상습상해),불상검거인원,명,,,,,,-,-
아동학대처벌법위반(상습상해),법인체,개,,,,,,-,-
특수상해,발생건수,건,,,,,,16,20
특수상해,검거건수,건,,,,,,14,17
특수상해,검거율,%,,,,,,87.5,85
특수상해,검거인원,명,,,,,,16,32
특수상해,남자검거인원,명,,,,,,13,24
특수상해,여자검거인원,명,,,,,,3,8
특수상해,불상검거인원,명,,,,,,-,-
특수상해,법인체,개,,,,,,-,-
특수상해(중),발생건수,건,,,,,,2,4
특수상해(중),검거건수,건,,,,,,2,4
특수상해(중),검거율,%,,,,,,100,100
특수상해(중),검거인원,명,,,,,,2,5
특수상해(중),남자검거인원,명,,,,,,1,3
특수상해(중),여자검거인원,명,,,,,,-,1
특수상해(중),불상검거인원,명,,,,,,1,1
특수상해(중),법인체,개,,,,,,-,-
특수상해(상습),발생건수,건,,,,,,5,1
특수상해(상습),검거건수,건,,,,,,5,1
특수상해(상습),검거율,%,,,,,,100,100
특수상해(상습),검거인원,명,,,,,,5,2
특수상해(상습),남자검거인원,명,,,,,,5,2
특수상해(상습),여자검거인원,명,,,,,,-,-
특수상해(상습),불상검거인원,명,,,,,,-,-
특수상해(상습),법인체,개,,,,,,-,-
존속상해(특수·특수중),발생건수,건,,,,,,30,48
존속상해(특수·특수중),검거건수,건,,,,,,30,48
존속상해(특수·특수중),검거율,%,,,,,,100,100
존속상해(특수·특수중),검거인원,명,,,,,,29,55
존속상해(특수·특수중),남자검거인원,명,,,,,,24,41
존속상해(특수·특수중),여자검거인원,명,,,,,,5,14
존속상해(특수·특수중),불상검거인원,명,,,,,,-,-
존속상해(특수·특수중),법인체,개,,,,,,-,-
폭행,발생건수,건,126651,130546,128699,132920,149278,165803,159641
폭행,검거건수,건,114514,119817,118284,123092,140524,157675,152066
폭행,검거율,%,90.4,91.8,91.9,92.6,94.1,95.1,95.3
폭행,검거인원,명,162808,170339,168845,173604,194729,219594,213214
폭행,남자검거인원,명,138459,143788,142093,146120,161803,181493,175627
폭행,여자검거인원,명,23323,25124,25253,25934,31330,36196,35884
폭행,불상검거인원,명,1026,1427,1499,1550,1596,1905,1703
폭행,법인체,개,-,-,1,1,2,-,-
폭행,발생건수,건,121186,125046,123156,127481,141684,152344,146986
폭행,검거건수,건,109246,114432,112866,117731,133174,144577,139706
폭행,검거율,%,90.1,91.5,91.6,92.4,94,94.9,95
폭행,검거인원,명,156797,164104,162702,167411,186067,203182,197655
폭행,남자검거인원,명,132981,138131,136530,140568,154157,167230,162240
폭행,여자검거인원,명,22823,24577,24682,25311,30342,34123,33790
폭행,불상검거인원,명,993,1396,1490,1532,1568,1829,1625
폭행,법인체,개,-,-,1,1,2,-,-
폭행(상습),발생건수,건,17,15,12,11,23,91,65
폭행(상습),검거건수,건,16,15,10,11,22,87,65
폭행(상습),검거율,%,94.1,100,83.3,100,95.7,95.6,100
폭행(상습),검거인원,명,13,15,9,12,16,95,77
폭행(상습),남자검거인원,명,12,11,9,10,15,88,67
폭행(상습),여자검거인원,명,1,4,,2,1,7,10
폭행(상습),불상검거인원,명,-,-,,,,-,-
폭행(상습),법인체,개,-,-,,,,-,-
폭행치상,발생건수,건,1060,953,1101,1032,1218,1557,1455
폭행치상,검거건수,건,963,911,1052,992,1178,1513,1418
폭행치상,검거율,%,90.8,95.6,95.5,96.1,96.7,97.2,97.5
폭행치상,검거인원,명,1262,1294,1429,1401,1565,2019,1910
폭행치상,남자검거인원,명,1044,1091,1212,1146,1312,1691,1572
폭행치상,여자검거인원,명,211,197,214,246,246,319,332
폭행치상,불상검거인원,명,7,6,3,9,7,9,6
폭행치상,법인체,개,-,-,,,,-,-
폭행치사,발생건수,건,83,85,100,77,59,58,42
폭행치사,검거건수,건,77,87,97,78,58,57,42
폭행치사,검거율,%,92.8,102.4,97,101.3,98.3,98.3,100
폭행치사,검거인원,명,117,117,109,113,71,67,49
폭행치사,남자검거인원,명,103,90,100,100,60,57,43
폭행치사,여자검거인원,명,12,19,8,12,10,8,6
폭행치사,불상검거인원,명,2,8,1,1,1,2,-
폭행치사,법인체,개,-,-,,,,-,-
특수폭행,발생건수,건,82,52,75,72,1667,6944,6862
특수폭행,검거건수,건,62,46,58,65,1529,6684,6626
특수폭행,검거율,%,75.6,88.5,77.3,90.3,91.7,96.3,96.6
특수폭행,검거인원,명,108,61,80,77,2042,8986,8775
특수폭행,남자검거인원,명,80,51,63,60,1754,7772,7502
특수폭행,여자검거인원,명,11,10,15,14,273,1156,1208
특수폭행,불상검거인원,명,17,-,2,3,15,58,65
특수폭행,법인체,개,-,-,,,,-,-
특수폭행(상습),발생건수,건,-,-,,,1,2,6
특수폭행(상습),검거건수,건,-,-,,,1,2,6
특수폭행(상습),검거율,%,-,-,,,100,100,100
특수폭행(상습),검거인원,명,-,-,,,,2,9
특수폭행(상습),남자검거인원,명,-,-,,,,2,9
특수폭행(상습),여자검거인원,명,-,-,,,,-,-
특수폭행(상습),불상검거인원,명,-,-,,,,-,-
특수폭행(상습),법인체,개,-,-,,,,-,-
특수폭행치상,발생건수,건,4,1,2,7,16,94,55
특수폭행치상,검거건수,건,4,1,2,5,14,95,52
특수폭행치상,검거율,%,100,100,100,71.4,87.5,101.1,94.5
특수폭행치상,검거인원,명,4,1,5,13,18,115,84
특수폭행치상,남자검거인원,명,3,1,4,12,15,102,71
특수폭행치상,여자검거인원,명,1,-,1,1,3,12,11
특수폭행치상,불상검거인원,명,-,-,,,,1,2
특수폭행치상,법인체,개,-,-,,,,-,-
특수폭행치사,발생건수,건,-,1,1,,,-,1
특수폭행치사,검거건수,건,-,1,1,,,-,1
특수폭행치사,검거율,%,-,100,100,,,-,100
특수폭행치사,검거인원,명,-,1,5,,,-,1
특수폭행치사,남자검거인원,명,-,1,5,,,-,1
특수폭행치사,여자검거인원,명,-,-,,,,-,-
특수폭행치사,불상검거인원,명,-,-,,,,-,-
특수폭행치사,법인체,개,-,-,,,,-,-
존속폭행,발생건수,건,470,573,702,712,1259,1507,1271
존속폭행,검거건수,건,457,552,685,697,1240,1483,1251
존속폭행,검거율,%,97.2,96.3,97.6,97.9,98.5,98.4,98.4
존속폭행,검거인원,명,544,672,806,844,1489,1796,1571
존속폭행,남자검거인원,명,448,549,667,715,1255,1460,1252
존속폭행,여자검거인원,명,95,119,139,128,234,335,317
존속폭행,불상검거인원,명,1,4,,1,,1,2
존속폭행,법인체,개,-,-,,,,-,-
존속폭행(특수),발생건수,건,1,-,,3,6,23,29
존속폭행(특수),검거건수,건,1,-,,3,6,23,29
존속폭행(특수),검거율,%,100,-,,100,100,100,100
존속폭행(특수),검거인원,명,1,-,,2,8,26,31
존속폭행(특수),남자검거인원,명,1,-,,2,7,22,27
존속폭행(특수),여자검거인원,명,-,-,,,1,4,4
존속폭행(특수),불상검거인원,명,-,-,,,,-,-
존속폭행(특수),법인체,개,-,-,,,,-,-
존속폭행(상습),발생건수,건,1,1,2,1,6,5,13
존속폭행(상습),검거건수,건,1,1,2,1,6,5,13
존속폭행(상습),검거율,%,100,100,100,100,100,100,100
존속폭행(상습),검거인원,명,1,2,2,1,5,4,11
존속폭행(상습),남자검거인원,명,1,2,2,1,5,3,7
존속폭행(상습),여자검거인원,명,-,-,,,,1,4
존속폭행(상습),불상검거인원,명,-,-,,,,-,-
존속폭행(상습),법인체,개,-,-,,,,-,-
존속폭행치상,발생건수,건,8,4,2,8,12,20,24
존속폭행치상,검거건수,건,7,5,2,8,12,20,24
존속폭행치상,검거율,%,87.5,125,100,100,100,100,100
존속폭행치상,검거인원,명,9,6,4,8,14,22,31
존속폭행치상,남자검거인원,명,6,3,4,7,12,19,26
존속폭행치상,여자검거인원,명,3,3,,1,2,3,5
존속폭행치상,불상검거인원,명,-,-,,,,-,-
존속폭행치상,법인체,개,-,-,,,,-,-
존속폭행치사,발생건수,건,3,2,6,5,3,2,5
존속폭행치사,검거건수,건,3,2,6,5,3,2,5
존속폭행치사,검거율,%,100,100,100,100,100,100,100
존속폭행치사,검거인원,명,3,4,6,5,3,2,5
존속폭행치사,남자검거인원,명,3,3,3,5,3,2,5
존속폭행치사,여자검거인원,명,-,1,3,,,-,-
존속폭행치사,불상검거인원,명,-,-,,,,-,-
존속폭행치사,법인체,개,-,-,,,,-,-
특가법(운전자폭행등),발생건수,건,3614,3578,3303,3246,3148,3004,2720
특가법(운전자폭행등),검거건수,건,3557,3535,3271,3243,3110,2977,2721
특가법(운전자폭행등),검거율,%,98.4,98.8,99,99.9,98.8,99.1,100
특가법(운전자폭행등),검거인원,명,3811,3784,3444,3405,3255,3116,2878
특가법(운전자폭행등),남자검거인원,명,3655,3597,3271,3209,3072,2905,2683
특가법(운전자폭행등),여자검거인원,명,151,181,171,193,180,206,193
특가법(운전자폭행등),불상검거인원,명,5,6,2,3,3,5,2
특가법(운전자폭행등),법인체,개,-,-,,,,-,-
특가법(보복폭행등),발생건수,건,,,,,68,73,57
특가법(보복폭행등),검거건수,건,,,,,65,73,57
특가법(보복폭행등),검거율,%,,,,,95.6,100,100
특가법(보복폭행등),검거인원,명,,,,,68,83,60
특가법(보복폭행등),남자검거인원,명,,,,,60,74,59
특가법(보복폭행등),여자검거인원,명,,,,,8,9,-
특가법(보복폭행등),불상검거인원,명,,,,,,-,1
특가법(보복폭행등),법인체,개,,,,,,-,-
특가법(보복범죄등),발생건수,건,122,235,237,255,77,64,38
특가법(보복범죄등),검거건수,건,120,229,232,243,76,62,38
특가법(보복범죄등),검거율,%,98.4,97.4,97.9,95.3,98.7,96.9,100
특가법(보복범죄등),검거인원,명,138,278,244,298,69,65,58
특가법(보복범죄등),남자검거인원,명,122,258,223,275,59,59,58
특가법(보복범죄등),여자검거인원,명,15,13,20,22,8,6,-
특가법(보복범죄등),불상검거인원,명,1,7,1,1,2,-,-
특가법(보복범죄등),법인체,개,-,-,,,,-,-
아동학대처벌법위반(상습폭행),발생건수,건,,,,10,31,15,12
아동학대처벌법위반(상습폭행),검거건수,건,,,,10,30,15,12
아동학대처벌법위반(상습폭행),검거율,%,,,,100,96.8,100,100
아동학대처벌법위반(상습폭행),검거인원,명,,,,14,39,14,9
아동학대처벌법위반(상습폭행),남자검거인원,명,,,,10,17,7,5
아동학대처벌법위반(상습폭행),여자검거인원,명,,,,4,22,7,4
아동학대처벌법위반(상습폭행),불상검거인원,명,,,,,,-,-
아동학대처벌법위반(상습폭행),법인체,개,,,,,,-,-
체포·감금,발생건수,건,832,876,929,945,1028,1318,1439
체포·감금,검거건수,건,720,777,834,864,959,1247,1389
체포·감금,검거율,%,86.5,88.7,89.8,91.4,93.3,94.6,96.5
체포·감금,검거인원,명,1033,1195,1142,1190,1288,1777,1957
체포·감금,남자검거인원,명,766,902,905,905,1006,1414,1579
체포·감금,여자검거인원,명,203,227,189,231,229,287,339
체포·감금,불상검거인원,명,64,66,48,54,53,76,39
체포·감금,법인체,개,-,1,3,,,-,-
체포·감금,발생건수,건,709,749,784,834,921,1076,1200
체포·감금,검거건수,건,606,650,694,759,849,1015,1151
체포·감금,검거율,%,85.5,86.8,88.5,91,92.2,94.3,95.9
체포·감금,검거인원,명,834,986,962,1022,1082,1349,1539
체포·감금,남자검거인원,명,623,730,766,771,855,1075,1259
체포·감금,여자검거인원,명,153,192,154,207,193,211,247
체포·감금,불상검거인원,명,58,64,42,44,34,63,33
체포·감금,법인체,개,-,1,3,,,-,-
체포·감금(중),발생건수,건,16,20,20,23,20,32,28
체포·감금(중),검거건수,건,16,19,20,21,21,31,28
체포·감금(중),검거율,%,100,95,100,91.3,105,96.9,100
체포·감금(중),검거인원,명,15,30,23,31,23,37,35
체포·감금(중),남자검거인원,명,13,27,20,26,21,36,32
체포·감금(중),여자검거인원,명,2,3,2,5,2,1,3
체포·감금(중),불상검거인원,명,-,-,1,,,-,-
체포·감금(중),법인체,개,-,-,,,,-,-
체포·감금(특수),발생건수,건,6,6,11,4,8,,
체포·감금(특수),검거건수,건,6,5,9,2,8,,
체포·감금(특수),검거율,%,100,83.3,81.8,50,100,,
체포·감금(특수),검거인원,명,13,22,13,16,52,,
체포·감금(특수),남자검거인원,명,6,14,9,3,21,,
체포·감금(특수),여자검거인원,명,7,7,2,5,14,,
체포·감금(특수),불상검거인원,명,-,1,2,8,17,,
체포·감금(특수),법인체,개,-,-,,,,,
체포·감금(특수중),발생건수,건,-,-,,,,,
체포·감금(특수중),검거건수,건,-,-,,,,,
체포·감금(특수중),검거율,%,-,-,,,,,
체포·감금(특수중),검거인원,명,-,-,,,,,
체포·감금(특수중),남자검거인원,명,-,-,,,,,
체포·감금(특수중),여자검거인원,명,-,-,,,,,
체포·감금(특수중),불상검거인원,명,-,-,,,,,
체포·감금(특수중),법인체,개,-,-,,,,,
체포·감금(특수·특수중),발생건수,건,,,,,,77,69
체포·감금(특수·특수중),검거건수,건,,,,,,77,67
체포·감금(특수·특수중),검거율,%,,,,,,100,97.1
체포·감금(특수·특수중),검거인원,명,,,,,,161,150
체포·감금(특수·특수중),남자검거인원,명,,,,,,128,111
체포·감금(특수·특수중),여자검거인원,명,,,,,,25,33
체포·감금(특수·특수중),불상검거인원,명,,,,,,8,6
체포·감금(특수·특수중),법인체,개,,,,,,-,-
체포·감금(상습),발생건수,건,-,-,,,1,,
체포·감금(상습),검거건수,건,-,-,,,1,,
체포·감금(상습),검거율,%,-,-,,,100,,
체포·감금(상습),검거인원,명,-,-,,,,,
체포·감금(상습),남자검거인원,명,-,-,,,,,
체포·감금(상습),여자검거인원,명,-,-,,,,,
체포·감금(상습),불상검거인원,명,-,-,,,,,
체포·감금(상습),법인체,개,-,-,,,,,
체포·감금(상습중),발생건수,건,-,-,,,,,
체포·감금(상습중),검거건수,건,-,-,,,,,
체포·감금(상습중),검거율,%,-,-,,,,,
체포·감금(상습중),검거인원,명,-,-,,,,,
체포·감금(상습중),남자검거인원,명,-,-,,,,,
체포·감금(상습중),여자검거인원,명,-,-,,,,,
체포·감금(상습중),불상검거인원,명,-,-,,,,,
체포·감금(상습중),법인체,개,-,-,,,,,
체포·감금(상습·상습중),발생건수,건,,,,,,1,1
체포·감금(상습·상습중),검거건수,건,,,,,,1,1
체포·감금(상습·상습중),검거율,%,,,,,,100,100
체포·감금(상습·상습중),검거인원,명,,,,,,-,1
체포·감금(상습·상습중),남자검거인원,명,,,,,,-,-
체포·감금(상습·상습중),여자검거인원,명,,,,,,-,1
체포·감금(상습·상습중),불상검거인원,명,,,,,,-,-
체포·감금(상습·상습중),법인체,개,,,,,,-,-
체포·감금치사상(중·특수·상습),발생건수,건,88,90,101,73,58,102,116
체포·감금치사상(중·특수·상습),검거건수,건,79,93,100,70,61,97,119
체포·감금치사상(중·특수·상습),검거율,%,89.8,103.3,99,95.9,105.2,95.1,102.6
체포·감금치사상(중·특수·상습),검거인원,명,148,137,123,95,100,178,182
체포·감금치사상(중·특수·상습),남자검거인원,명,113,118,99,90,87,143,148
